country,year,nitrous_oxide,government_expenditure_on_education,forest_area,agricultural_land,total_population,population_growth,renewable_energy_consumption,GDP,inflation,renewable_electricity
Jamaica,2020,,5.61749505996704,,,,,,,,
Jamaica,2019,,5.16364002227783,,,,,,,,
Jamaica,2018,,5.41380977630615,,,,,,,,
Jamaica,2017,,5.26016998291016,,,,,,,,
Jamaica,2016,,5.31461000442505,,,,,,,,
Jamaica,2015,,5.45521020889282,,,,,,,,
Jamaica,2014,,6.01586008071899,,,,,,,,
Jamaica,2013,,6.25108003616333,,,,,,,,
Jamaica,2012,,6.11246013641357,,,,,,,,
Jamaica,2011,,6.26664018630981,,,,,,,,
Jamaica,2010,,6.37060022354126,,,,,,,,
Jamaica,2009,,6.19848012924194,,,,,,,,
Jamaica,2008,,6.19131994247437,,,,,,,,
Jamaica,2007,,5.49022006988525,,,,,,,,
Jamaica,2006,,,,,,,,,,
Jamaica,2005,,4.61641979217529,,,,,,,,
Jamaica,2004,,3.91254997253418,,,,,,,,
Jamaica,2003,,4.25684976577759,,,,,,,,
Jamaica,2002,,5.37522983551025,,,,,,,,
Jamaica,2001,,5.38103008270264,,,,,,,,
Jamaica,2000,,4.98346996307373,,,,,,,,
Jamaica,1999,,,,,,,,,,
Jamaica,1998,,,,,,,,,,
Jamaica,1997,,4.37953996658325,,,,,,,,
Jamaica,1996,,3.67773008346558,,,,,,,,
Jamaica,1995,,3.38908004760742,,,,,,,,
Jamaica,1994,,4.06418991088867,,,,,,,,
Jamaica,1993,,3.21403002738953,,,,,,,,
Jamaica,1992,,3.33665990829468,,,,,,,,
Jamaica,1991,,4.38306999206543,,,,,,,,
Jamaica,1990,,4.7791600227356,,,,,,,,
Marshall Islands,2020,,13.779447555542,,,,,,,,
Marshall Islands,2019,,9.91648006439209,,,,,,,,
Marshall Islands,2018,,15.1581830978394,,,,,,,,
Marshall Islands,2017,,15.106164932251,,,,,,,,
Marshall Islands,2016,,,,,,,,,,
Marshall Islands,2015,,,,,,,,,,
Marshall Islands,2014,,,,,,,,,,
Marshall Islands,2013,,,,,,,,,,
Marshall Islands,2012,,,,,,,,,,
Marshall Islands,2011,,,,,,,,,,
Marshall Islands,2010,,,,,,,,,,
Marshall Islands,2009,,,,,,,,,,
Marshall Islands,2008,,,,,,,,,,
Marshall Islands,2007,,,,,,,,,,
Marshall Islands,2006,,,,,,,,,,
Marshall Islands,2005,,,,,,,,,,
Marshall Islands,2004,,,,,,,,,,
Marshall Islands,2003,,11.8198003768921,,,,,,,,
Marshall Islands,2002,,8.20897960662842,,,,,,,,
Marshall Islands,2001,,,,,,,,,,
Marshall Islands,2000,,,,,,,,,,
Marshall Islands,1999,,13.7318296432495,,,,,,,,
Marshall Islands,1998,,,,,,,,,,
Marshall Islands,1997,,,,,,,,,,
Marshall Islands,1996,,,,,,,,,,
Marshall Islands,1995,,,,,,,,,,
Marshall Islands,1994,,,,,,,,,,
Marshall Islands,1993,,,,,,,,,,
Marshall Islands,1992,,,,,,,,,,
Marshall Islands,1991,,,,,,,,,,
Marshall Islands,1990,,,,,,,,,,
Mongolia,2020,,4.66345500946045,,,,,,,,
Mongolia,2019,,3.65236973762512,,,,,,,,
Mongolia,2018,,3.99742722511292,,,,,,,,
Mongolia,2017,,4.31822395324707,,,,,,,,
Mongolia,2016,,5.20043277740479,,,,,,,,
Mongolia,2015,,4.38715648651123,,,,,,,,
Mongolia,2014,,5.42825603485107,,,,,,,,
Mongolia,2013,,5.24104022979736,,,,,,,,
Mongolia,2012,,5.96198511123657,,,,,,,,
Mongolia,2011,,4.60902976989746,,,,,,,,
Mongolia,2010,,4.64510011672974,,,,,,,,
Mongolia,2009,,5.14484977722168,,,,,,,,
Mongolia,2008,,,,,,,,,,
Mongolia,2007,,4.69013023376465,,,,,,,,
Mongolia,2006,,,,,,,,,,
Mongolia,2005,,,,,,,,,,
Mongolia,2004,,4.32572984695435,,,,,,,,
Mongolia,2003,,,,,,,,,,
Mongolia,2002,,7.21078014373779,,,,,,,,
Mongolia,2001,,4.93606424331665,,,,,,,,
Mongolia,2000,,5.55037021636963,,,,,,,,
Mongolia,1999,,5.14565992355347,,,,,,,,
Mongolia,1998,,5.49302005767822,,,,,,,,
Mongolia,1997,,3.948970079422,,,,,,,,
Mongolia,1996,,,,,,,,,,
Mongolia,1995,,,,,,,,,,
Mongolia,1994,,,,,,,,,,
Mongolia,1993,,,,,,,,,,
Mongolia,1992,,,,,,,,,,
Mongolia,1991,,,,,,,,,,
Mongolia,1990,,,,,,,,,,
Panama,2020,,3.62220096588135,,,,,,,,
Panama,2019,,3.09329414367676,,,,,,,,
Panama,2018,,2.91199088096619,,,,,,,,
Panama,2017,,2.97704124450684,,,,,,,,
Panama,2016,,3.07834720611572,,,,,,,,
Panama,2015,,3.02929472923279,,,,,,,,
Panama,2014,,2.81682801246643,,,,,,,,
Panama,2013,,,,,,,,,,
Panama,2012,,,,,,,,,,
Panama,2011,,3.15900993347168,,,,,,,,
Panama,2010,,,,,,,,,,
Panama,2009,,,,,,,,,,
Panama,2008,,3.50229001045227,,,,,,,,
Panama,2007,,,,,,,,,,
Panama,2006,,,,,,,,,,
Panama,2005,,,,,,,,,,
Panama,2004,,3.5786600112915,,,,,,,,
Panama,2003,,4.16870021820068,,,,,,,,
Panama,2002,,4.19163990020752,,,,,,,,
Panama,2001,,4.10587978363037,,,,,,,,
Panama,2000,,4.75968980789185,,,,,,,,
Panama,1999,,4.56723022460938,,,,,,,,
Panama,1998,,,,,,,,,,
Panama,1997,,3.84711003303528,,,,,,,,
Panama,1996,,4.09431982040405,,,,,,,,
Panama,1995,,3.94780993461609,,,,,,,,
Panama,1994,,3.47054004669189,,,,,,,,
Panama,1993,,,,,,,,,,
Panama,1992,,,,,,,,,,
Panama,1991,,,,,,,,,,
Panama,1990,,,,,,,,,,
Syrian Arab Republic,2020,,,,,,,,,,
Syrian Arab Republic,2019,,,,,,,,,,
Syrian Arab Republic,2018,,,,,,,,,,
Syrian Arab Republic,2017,,,,,,,,,,
Syrian Arab Republic,2016,,,,,,,,,,
Syrian Arab Republic,2015,,,,,,,,,,
Syrian Arab Republic,2014,,,,,,,,,,
Syrian Arab Republic,2013,,,,,,,,,,
Syrian Arab Republic,2012,,,,,,,,,,
Syrian Arab Republic,2011,,,,,,,,,,
Syrian Arab Republic,2010,,,,,,,,,,
Syrian Arab Republic,2009,,5.13013982772827,,,,,,,,
Syrian Arab Republic,2008,,4.59525012969971,,,,,,,,
Syrian Arab Republic,2007,,4.86470985412598,,,,,,,,
Syrian Arab Republic,2006,,5.27965021133423,,,,,,,,
Syrian Arab Republic,2005,,,,,,,,,,
Syrian Arab Republic,2004,,5.37147998809814,,,,,,,,
Syrian Arab Republic,2003,,6.48084020614624,,,,,,,,
Syrian Arab Republic,2002,,5.26984977722168,,,,,,,,
Syrian Arab Republic,2001,,4.54640007019043,,,,,,,,
Syrian Arab Republic,2000,,,,,,,,,,
Syrian Arab Republic,1999,,,,,,,,,,
Syrian Arab Republic,1998,,,,,,,,,,
Syrian Arab Republic,1997,,,,,,,,,,
Syrian Arab Republic,1996,,3.699049949646,,,,,,,,
Syrian Arab Republic,1995,,,,,,,,,,
Syrian Arab Republic,1994,,,,,,,,,,
Syrian Arab Republic,1993,,,,,,,,,,
Syrian Arab Republic,1992,,,,,,,,,,
Syrian Arab Republic,1991,,,,,,,,,,
Syrian Arab Republic,1990,,,,,,,,,,
Aruba,2020,,,2.33333333333333,,,,,,,
Aruba,2019,,,2.33333333333333,,,,,,,
Aruba,2018,,,2.33333333333333,,,,,,,
Aruba,2017,,,2.33333333333333,,,,,,,
Aruba,2016,,,2.33333333333333,,,,,,,
Aruba,2015,,,2.33333333333333,,,,,,,
Aruba,2014,,,2.33333333333333,,,,,,,
Aruba,2013,,,2.33333333333333,,,,,,,
Aruba,2012,,,2.33333333333333,,,,,,,
Aruba,2011,,,2.33333333333333,,,,,,,
Aruba,2010,,,2.33333333333333,,,,,,,
Aruba,2009,,,2.33333333333333,,,,,,,
Aruba,2008,,,2.33333333333333,,,,,,,
Aruba,2007,,,2.33333333333333,,,,,,,
Aruba,2006,,,2.33333333333333,,,,,,,
Aruba,2005,,,2.33333333333333,,,,,,,
Aruba,2004,,,2.33333333333333,,,,,,,
Aruba,2003,,,2.33333333333333,,,,,,,
Aruba,2002,,,2.33333333333333,,,,,,,
Aruba,2001,,,2.33333333333333,,,,,,,
Aruba,2000,,,2.33333333333333,,,,,,,
Aruba,1999,,,2.33333333333333,,,,,,,
Aruba,1998,,,2.33333333333333,,,,,,,
Aruba,1997,,,2.33333333333333,,,,,,,
Aruba,1996,,,2.33333333333333,,,,,,,
Aruba,1995,,,2.33333333333333,,,,,,,
Aruba,1994,,,2.33333333333333,,,,,,,
Aruba,1993,,,2.33333333333333,,,,,,,
Aruba,1992,,,2.33333333333333,,,,,,,
Aruba,1991,,,2.33333333333333,,,,,,,
Aruba,1990,,,2.33333333333333,,,,,,,
American Samoa,2020,,,85.65,,,,,,,
American Samoa,2019,,,85.8,,,,,,,
American Samoa,2018,,,85.95,,,,,,,
American Samoa,2017,,,86.1,,,,,,,
American Samoa,2016,,,86.25,,,,,,,
American Samoa,2015,,,86.4,,,,,,,
American Samoa,2014,,,86.55,,,,,,,
American Samoa,2013,,,86.7,,,,,,,
American Samoa,2012,,,86.85,,,,,,,
American Samoa,2011,,,87.0,,,,,,,
American Samoa,2010,,,87.15,,,,,,,
American Samoa,2009,,,87.3,,,,,,,
American Samoa,2008,,,87.45,,,,,,,
American Samoa,2007,,,87.6,,,,,,,
American Samoa,2006,,,87.75,,,,,,,
American Samoa,2005,,,87.9,,,,,,,
American Samoa,2004,,,88.05,,,,,,,
American Samoa,2003,,,88.2,,,,,,,
American Samoa,2002,,,88.35,,,,,,,
American Samoa,2001,,,88.5,,,,,,,
American Samoa,2000,,,88.65,,,,,,,
American Samoa,1999,,,88.82,,,,,,,
American Samoa,1998,,,88.99,,,,,,,
American Samoa,1997,,,89.16,,,,,,,
American Samoa,1996,,,89.33,,,,,,,
American Samoa,1995,,,89.5,,,,,,,
American Samoa,1994,,,89.67,,,,,,,
American Samoa,1993,,,89.84,,,,,,,
American Samoa,1992,,,90.01,,,,,,,
American Samoa,1991,,,90.18,,,,,,,
American Samoa,1990,,,90.35,,,,,,,
Bosnia and Herzegovina,2020,,,42.7326171875,,,,,,,
Bosnia and Herzegovina,2019,,,42.7326171875,,,,,,,
Bosnia and Herzegovina,2018,,,42.7326171875,,,,,,,
Bosnia and Herzegovina,2017,,,42.7326171875,,,,,,,
Bosnia and Herzegovina,2016,,,42.5099609375,,,,,,,
Bosnia and Herzegovina,2015,,,42.197265625,,,,,,,
Bosnia and Herzegovina,2014,,,41.971328125,,,,,,,
Bosnia and Herzegovina,2013,,,41.745390625,,,,,,,
Bosnia and Herzegovina,2012,,,41.519453125,,,,,,,
Bosnia and Herzegovina,2011,,,41.293515625,,,,,,,
Bosnia and Herzegovina,2010,,,41.067578125,,,,,,,
Bosnia and Herzegovina,2009,,,41.08513671875,,,,,,,
Bosnia and Herzegovina,2008,,,41.1026953125,,,,,,,
Bosnia and Herzegovina,2007,,,41.12025390625,,,,,,,
Bosnia and Herzegovina,2006,,,41.1378125,,,,,,,
Bosnia and Herzegovina,2005,,,41.15537109375,,,,,,,
Bosnia and Herzegovina,2004,,,41.1729296875,,,,,,,
Bosnia and Herzegovina,2003,,,41.19048828125,,,,,,,
Bosnia and Herzegovina,2002,,,41.208046875,,,,,,,
Bosnia and Herzegovina,2001,,,41.22560546875,,,,,,,
Bosnia and Herzegovina,2000,,,41.2431640625,,,,,,,
Bosnia and Herzegovina,1999,,,41.43525390625,,,,,,,
Bosnia and Herzegovina,1998,,,41.62734375,,,,,,,
Bosnia and Herzegovina,1997,,,41.81943359375,,,,,,,
Bosnia and Herzegovina,1996,,,42.0115234375,,,,,,,
Bosnia and Herzegovina,1995,,,42.20361328125,,,,,,,
Bosnia and Herzegovina,1994,,,42.395703125,,,,,,,
Bosnia and Herzegovina,1993,,,42.58779296875,,,,,,,
Bosnia and Herzegovina,1992,,,42.7798828125,,,,,,,
Bosnia and Herzegovina,1991,,,,,,,,,,
Bosnia and Herzegovina,1990,,,,,,,,,,
Central African Republic,2020,,,35.8005072393977,,,,,,,
Central African Republic,2019,,,35.8486628784231,,,,,,,
Central African Republic,2018,,,35.8968185174484,,,,,,,
Central African Republic,2017,,,35.9449741564737,,,,,,,
Central African Republic,2016,,,35.9931297954991,,,,,,,
Central African Republic,2015,,,36.0412854345244,,,,,,,
Central African Republic,2014,,,36.0894410735497,,,,,,,
Central African Republic,2013,,,36.137596712575,,,,,,,
Central African Republic,2012,,,36.1857523516004,,,,,,,
Central African Republic,2011,,,36.2339079906257,,,,,,,
Central African Republic,2010,,,36.282063629651,,,,,,,
Central African Republic,2009,,,36.3302192686764,,,,,,,
Central African Republic,2008,,,36.3783749077017,,,,,,,
Central African Republic,2007,,,36.426530546727,,,,,,,
Central African Republic,2006,,,36.4746861857524,,,,,,,
Central African Republic,2005,,,36.5228418247777,,,,,,,
Central African Republic,2004,,,36.570997463803,,,,,,,
Central African Republic,2003,,,36.6191531028283,,,,,,,
Central African Republic,2002,,,36.6673087418537,,,,,,,
Central African Republic,2001,,,36.715464380879,,,,,,,
Central African Republic,2000,,,36.7636200199043,,,,,,,
Central African Republic,1999,,,36.8117756589297,,,,,,,
Central African Republic,1998,,,36.859931297955,,,,,,,
Central African Republic,1997,,,36.9080869369803,,,,,,,
Central African Republic,1996,,,36.9562425760056,,,,,,,
Central African Republic,1995,,,37.004398215031,,,,,,,
Central African Republic,1994,,,37.0525538540563,,,,,,,
Central African Republic,1993,,,37.1007094930816,,,,,,,
Central African Republic,1992,,,37.148865132107,,,,,,,
Central African Republic,1991,,,37.1970207711323,,,,,,,
Central African Republic,1990,,,37.2451764101576,,,,,,,
Ecuador,2020,,,50.3214285714286,,,,,,,
Ecuador,2019,,,50.5802061523595,,,,,,,
Ecuador,2018,,,50.8389837332904,,,,,,,
Ecuador,2017,,,51.0977613142213,,,,,,,
Ecuador,2016,,,51.3565388951522,,,,,,,
Ecuador,2015,,,51.6153164760831,,,,,,,
Ecuador,2014,,,51.7836286036399,,,,,,,
Ecuador,2013,,,51.9519407311966,,,,,,,
Ecuador,2012,,,52.1202528587534,,,,,,,
Ecuador,2011,,,52.2885649863102,,,,,,,
Ecuador,2010,,,52.456877113867,,,,,,,
Ecuador,2009,,,52.7396561443067,,,,,,,
Ecuador,2008,,,53.0224351747463,,,,,,,
Ecuador,2007,,,53.305214205186,,,,,,,
Ecuador,2006,,,53.5879932356257,,,,,,,
Ecuador,2005,,,53.8707722660654,,,,,,,
Ecuador,2004,,,54.1535512965051,,,,,,,
Ecuador,2003,,,54.4363303269448,,,,,,,
Ecuador,2002,,,54.7191093573844,,,,,,,
Ecuador,2001,,,55.0018883878241,,,,,,,
Ecuador,2000,,,55.2846674182638,,,,,,,
Ecuador,1999,,,55.6477331293284,,,,,,,
Ecuador,1998,,,56.010798840393,,,,,,,
Ecuador,1997,,,50.5743859268892,,,,,,,
Ecuador,1996,,,50.9001011414535,,,,,,,
Ecuador,1995,,,51.2258163560179,,,,,,,
Ecuador,1994,,,51.5515315705823,,,,,,,
Ecuador,1993,,,51.8772467851467,,,,,,,
Ecuador,1992,,,52.202961999711,,,,,,,
Ecuador,1991,,,52.5286772142754,,,,,,,
Ecuador,1990,,,52.8543924288398,,,,,,,
"Gambia, The",2020,,,23.9792490118577,,,,,,,
"Gambia, The",2019,,,24.5454545454545,,,,,,,
"Gambia, The",2018,,,25.1126482213439,,,,,,,
"Gambia, The",2017,,,25.6788537549407,,,,,,,
"Gambia, The",2016,,,26.2450592885375,,,,,,,
"Gambia, The",2015,,,26.8122529644269,,,,,,,
"Gambia, The",2014,,,27.3786561264822,,,,,,,
"Gambia, The",2013,,,27.9450592885375,,,,,,,
"Gambia, The",2012,,,28.5114624505929,,,,,,,
"Gambia, The",2011,,,29.0778656126482,,,,,,,
"Gambia, The",2010,,,29.6442687747036,,,,,,,
"Gambia, The",2009,,,30.2107707509881,,,,,,,
"Gambia, The",2008,,,30.7772727272727,,,,,,,
"Gambia, The",2007,,,31.3437747035573,,,,,,,
"Gambia, The",2006,,,31.9102766798419,,,,,,,
"Gambia, The",2005,,,32.4767786561265,,,,,,,
"Gambia, The",2004,,,33.0432806324111,,,,,,,
"Gambia, The",2003,,,33.6097826086957,,,,,,,
"Gambia, The",2002,,,34.1762845849802,,,,,,,
"Gambia, The",2001,,,34.7427865612648,,,,,,,
"Gambia, The",2000,,,35.3092885375494,,,,,,,
"Gambia, The",1999,,,35.875790513834,,,,,,,
"Gambia, The",1998,,,36.4422924901186,,,,,,,
"Gambia, The",1997,,,37.0087944664032,,,,,,,
"Gambia, The",1996,,,37.5752964426877,,,,,,,
"Gambia, The",1995,,,38.1417984189723,,,,,,,
"Gambia, The",1994,,,38.7083003952569,,,,,,,
"Gambia, The",1993,,,39.2748023715415,,,,,,,
"Gambia, The",1992,,,39.8413043478261,,,,,,,
"Gambia, The",1991,,,40.4078063241107,,,,,,,
"Gambia, The",1990,,,40.9743083003953,,,,,,,
Iraq,2020,,,1.90036118379833,,,,,,,
Iraq,2019,,,1.90036118379833,,,,,,,
Iraq,2018,,,1.90036118379833,,,,,,,
Iraq,2017,,,1.90036118379833,,,,,,,
Iraq,2016,,,1.90036118379833,,,,,,,
Iraq,2015,,,1.90036118379833,,,,,,,
Iraq,2014,,,1.90036118379833,,,,,,,
Iraq,2013,,,1.90036118379833,,,,,,,
Iraq,2012,,,1.89952109044023,,,,,,,
Iraq,2011,,,1.89952109044023,,,,,,,
Iraq,2010,,,1.89952109044023,,,,,,,
Iraq,2009,,,1.89790937557561,,,,,,,
Iraq,2008,,,1.88307382765165,,,,,,,
Iraq,2007,,,1.88147335208176,,,,,,,
Iraq,2006,,,1.87987287651188,,,,,,,
Iraq,2005,,,1.87827240094199,,,,,,,
Iraq,2004,,,1.87667192537211,,,,,,,
Iraq,2003,,,1.87507144980223,,,,,,,
Iraq,2002,,,1.87347097423234,,,,,,,
Iraq,2001,,,1.87187049866246,,,,,,,
Iraq,2000,,,1.87027002309258,,,,,,,
Iraq,1999,,,1.86706907195281,,,,,,,
Iraq,1998,,,1.86386812081304,,,,,,,
Iraq,1997,,,1.86066716967327,,,,,,,
Iraq,1996,,,1.85746621853351,,,,,,,
Iraq,1995,,,1.85426526739374,,,,,,,
Iraq,1994,,,1.85106431625397,,,,,,,
Iraq,1993,,,1.84786336511421,,,,,,,
Iraq,1992,,,1.84466241397444,,,,,,,
Iraq,1991,,,1.84146146283467,,,,,,,
Iraq,1990,,,1.8382605116949,,,,,,,
Jamaica,2020,,,55.1144967682364,,,,,,,
Jamaica,2019,,,54.7553093259464,,,,,,,
Jamaica,2018,,,54.3970452446907,,,,,,,
Jamaica,2017,,,54.0378578024007,,,,,,,
Jamaica,2016,,,53.6786703601108,,,,,,,
Jamaica,2015,,,53.320406278855,,,,,,,
Jamaica,2014,,,52.9693444136657,,,,,,,
Jamaica,2013,,,52.6182825484765,,,,,,,
Jamaica,2012,,,52.2672206832872,,,,,,,
Jamaica,2011,,,51.9161588180979,,,,,,,
Jamaica,2010,,,51.5650969529086,,,,,,,
Jamaica,2009,,,51.219298245614,,,,,,,
Jamaica,2008,,,50.8734995383195,,,,,,,
Jamaica,2007,,,50.5277008310249,,,,,,,
Jamaica,2006,,,50.1819021237304,,,,,,,
Jamaica,2005,,,49.8361034164358,,,,,,,
Jamaica,2004,,,49.4903047091413,,,,,,,
Jamaica,2003,,,49.1445060018467,,,,,,,
Jamaica,2002,,,48.7987072945522,,,,,,,
Jamaica,2001,,,48.4529085872576,,,,,,,
Jamaica,2000,,,48.1071098799631,,,,,,,
Jamaica,1999,,,48.1096952908587,,,,,,,
Jamaica,1998,,,48.1122807017544,,,,,,,
Jamaica,1997,,,48.11486611265,,,,,,,
Jamaica,1996,,,48.1174515235457,,,,,,,
Jamaica,1995,,,48.1200369344414,,,,,,,
Jamaica,1994,,,48.122622345337,,,,,,,
Jamaica,1993,,,48.1252077562327,,,,,,,
Jamaica,1992,,,48.1277931671283,,,,,,,
Jamaica,1991,,,48.130378578024,,,,,,,
Jamaica,1990,,,48.1329639889197,,,,,,,
Marshall Islands,2020,,,52.2222222222222,,,,,,,
Marshall Islands,2019,,,52.2222222222222,,,,,,,
Marshall Islands,2018,,,52.2222222222222,,,,,,,
Marshall Islands,2017,,,52.2222222222222,,,,,,,
Marshall Islands,2016,,,52.2222222222222,,,,,,,
Marshall Islands,2015,,,52.2222222222222,,,,,,,
Marshall Islands,2014,,,52.2222222222222,,,,,,,
Marshall Islands,2013,,,52.2222222222222,,,,,,,
Marshall Islands,2012,,,52.2222222222222,,,,,,,
Marshall Islands,2011,,,52.2222222222222,,,,,,,
Marshall Islands,2010,,,52.2222222222222,,,,,,,
Marshall Islands,2009,,,52.2222222222222,,,,,,,
Marshall Islands,2008,,,52.2222222222222,,,,,,,
Marshall Islands,2007,,,52.2222222222222,,,,,,,
Marshall Islands,2006,,,52.2222222222222,,,,,,,
Marshall Islands,2005,,,52.2222222222222,,,,,,,
Marshall Islands,2004,,,52.2222222222222,,,,,,,
Marshall Islands,2003,,,52.2222222222222,,,,,,,
Marshall Islands,2002,,,52.2222222222222,,,,,,,
Marshall Islands,2001,,,52.2222222222222,,,,,,,
Marshall Islands,2000,,,52.2222222222222,,,,,,,
Marshall Islands,1999,,,52.2222222222222,,,,,,,
Marshall Islands,1998,,,52.2222222222222,,,,,,,
Marshall Islands,1997,,,52.2222222222222,,,,,,,
Marshall Islands,1996,,,52.2222222222222,,,,,,,
Marshall Islands,1995,,,52.2222222222222,,,,,,,
Marshall Islands,1994,,,52.2222222222222,,,,,,,
Marshall Islands,1993,,,52.2222222222222,,,,,,,
Marshall Islands,1992,,,52.2222222222222,,,,,,,
Marshall Islands,1991,,,52.2222222222222,,,,,,,
Marshall Islands,1990,,,,,,,,,,
Mongolia,2020,,,9.09965848797644,,,,,,,
Mongolia,2019,,,9.10182513109581,,,,,,,
Mongolia,2018,,,9.10255545816196,,,,,,,
Mongolia,2017,,,9.10326591257927,,,,,,,
Mongolia,2016,,,9.10397870509873,,,,,,,
Mongolia,2015,,,9.10469149761818,,,,,,,
Mongolia,2014,,,9.10542135370957,,,,,,,
Mongolia,2013,,,9.10613594411107,,,,,,,
Mongolia,2012,,,9.10685778009617,,,,,,,
Mongolia,2011,,,9.1075731369755,,,,,,,
Mongolia,2010,,,9.10805179300629,,,,,,,
Mongolia,2009,,,9.11217830189963,,,,,,,
Mongolia,2008,,,9.11731512861835,,,,,,,
Mongolia,2007,,,9.12248678880711,,,,,,,
Mongolia,2006,,,9.12762336031384,,,,,,,
Mongolia,2005,,,9.15047384615134,,,,,,,
Mongolia,2004,,,9.15562080463703,,,,,,,
Mongolia,2003,,,9.1593411587666,,,,,,,
Mongolia,2002,,,9.20740675053234,,,,,,,
Mongolia,2001,,,9.21257792833521,,,,,,,
Mongolia,2000,,,9.21774776141672,,,,,,,
Mongolia,1999,,,9.22344104009773,,,,,,,
Mongolia,1998,,,9.22913431877874,,,,,,,
Mongolia,1997,,,9.23482759745975,,,,,,,
Mongolia,1996,,,9.24052087614076,,,,,,,
Mongolia,1995,,,9.24621415482178,,,,,,,
Mongolia,1994,,,9.25190743350279,,,,,,,
Mongolia,1993,,,9.2576007121838,,,,,,,
Mongolia,1992,,,9.26329399086481,,,,,,,
Mongolia,1991,,,9.26898726954582,,,,,,,
Mongolia,1990,,,9.27468054822683,,,,,,,
Panama,2020,,,56.8056079805878,,,,,,,
Panama,2019,,,56.9594230250741,,,,,,,
Panama,2018,,,57.1133728767862,,,,,,,
Panama,2017,,,57.3135456017269,,,,,,,
Panama,2016,,,57.4676200755532,,,,,,,
Panama,2015,,,57.6215596330275,,,,,,,
Panama,2014,,,57.775580140313,,,,,,,
Panama,2013,,,57.7581651869788,,,,,,,
Panama,2012,,,57.911729889696,,,,,,,
Panama,2011,,,58.0652945924132,,,,,,,
Panama,2010,,,58.2188592951305,,,,,,,
Panama,2009,,,58.3724105461394,,,,,,,
Panama,2008,,,58.5259617971482,,,,,,,
Panama,2007,,,58.6795130481571,,,,,,,
Panama,2006,,,58.833064299166,,,,,,,
Panama,2005,,,58.9866155501749,,,,,,,
Panama,2004,,,59.1401668011838,,,,,,,
Panama,2003,,,59.2937180521926,,,,,,,
Panama,2002,,,59.4472693032015,,,,,,,
Panama,2001,,,59.6008205542104,,,,,,,
Panama,2000,,,59.7543718052193,,,,,,,
Panama,1999,,,59.9766747376917,,,,,,,
Panama,1998,,,60.1989776701641,,,,,,,
Panama,1997,,,60.4212806026365,,,,,,,
Panama,1996,,,60.643583535109,,,,,,,
Panama,1995,,,60.8658864675814,,,,,,,
Panama,1994,,,61.0881894000538,,,,,,,
Panama,1993,,,61.3104923325262,,,,,,,
Panama,1992,,,61.5327952649987,,,,,,,
Panama,1991,,,61.7550981974711,,,,,,,
Panama,1990,,,61.9774011299435,,,,,,,
Syrian Arab Republic,2020,,,2.84310842454937,,,,,,,
Syrian Arab Republic,2019,,,2.84310842454937,,,,,,,
Syrian Arab Republic,2018,,,2.84310842454937,,,,,,,
Syrian Arab Republic,2017,,,2.84310842454937,,,,,,,
Syrian Arab Republic,2016,,,2.84310842454937,,,,,,,
Syrian Arab Republic,2015,,,2.84310842454937,,,,,,,
Syrian Arab Republic,2014,,,2.81043402494146,,,,,,,
Syrian Arab Republic,2013,,,2.77775962533355,,,,,,,
Syrian Arab Republic,2012,,,2.74508522572564,,,,,,,
Syrian Arab Republic,2011,,,2.71241082611774,,,,,,,
Syrian Arab Republic,2010,,,2.67973642650983,,,,,,,
Syrian Arab Republic,2009,,,2.6469178828142,,,,,,,
Syrian Arab Republic,2008,,,2.61424526247005,,,,,,,
Syrian Arab Republic,2007,,,2.5815726421259,,,,,,,
Syrian Arab Republic,2006,,,2.5490388280782,,,,,,,
Syrian Arab Republic,2005,,,2.51718690417824,,,,,,,
Syrian Arab Republic,2004,,,2.48450182491693,,,,,,,
Syrian Arab Republic,2003,,,2.45154964867368,,,,,,,
Syrian Arab Republic,2002,,,2.41636739579933,,,,,,,
Syrian Arab Republic,2001,,,2.38371966481663,,,,,,,
Syrian Arab Republic,2000,,,2.35107193383393,,,,,,,
Syrian Arab Republic,1999,,,2.31842420285124,,,,,,,
Syrian Arab Republic,1998,,,2.28577647186854,,,,,,,
Syrian Arab Republic,1997,,,2.25312874088584,,,,,,,
Syrian Arab Republic,1996,,,2.22048100990315,,,,,,,
Syrian Arab Republic,1995,,,2.18783327892045,,,,,,,
Syrian Arab Republic,1994,,,2.15518554793775,,,,,,,
Syrian Arab Republic,1993,,,2.12253781695506,,,,,,,
Syrian Arab Republic,1992,,,2.08989008597236,,,,,,,
Syrian Arab Republic,1991,,,2.05724235498966,,,,,,,
Syrian Arab Republic,1990,,,2.02459462400696,,,,,,,
Aruba,2020,,,,11.1111111111111,,,,,,
Aruba,2019,,,,11.1111111111111,,,,,,
Aruba,2018,,,,11.1111111111111,,,,,,
Aruba,2017,,,,11.1111111111111,,,,,,
Aruba,2016,,,,11.1111111111111,,,,,,
Aruba,2015,,,,11.1111111111111,,,,,,
Aruba,2014,,,,11.1111111111111,,,,,,
Aruba,2013,,,,11.1111111111111,,,,,,
Aruba,2012,,,,11.1111111111111,,,,,,
Aruba,2011,,,,11.1111111111111,,,,,,
Aruba,2010,,,,11.1111111111111,,,,,,
Aruba,2009,,,,11.1111111111111,,,,,,
Aruba,2008,,,,11.1111111111111,,,,,,
Aruba,2007,,,,11.1111111111111,,,,,,
Aruba,2006,,,,11.1111111111111,,,,,,
